Compound_ID	name	evidence_score	MW	all_possibles
	168.1157	M+2H[2+]	0.0012
	336.2271	M(C13)+H[1+]	0.002
	334.212	M[1+]	-0.0024
	336.2277	M(C13)+H[1+]	0.0026
	291.2328	M-CO2+H[1+]	0.0009
	334.2125	M[1+]	-0.0019
	336.2275	M(C13)+H[1+]	0.0024
	334.2168	M[1+]	0.0024
	334.2149	M[1+]	0.0005
	336.2278	M(C13)+H[1+]	0.0027
	168.1145	M+2H[2+]	0.0
	336.2282	M(C13)+H[1+]	0.0031
	334.2151	M[1+]	0.0007
	334.2163	M[1+]	0.0019
	334.2156	M[1+]	0.0012
	336.2272	M(C13)+H[1+]	0.0021
	336.2276	M(C13)+H[1+]	0.0025
	334.2148	M[1+]	0.0004
	334.216	M[1+]	0.0016
C14153	alpha-Tocotrienol	19	424.3341
	213.1724	M+2H[2+]	-0.0019
	213.1729	M+2H[2+]	-0.0014
	427.3394	M(Cl37)+H[1+]	0.0008
	425.3394	M+H[1+]	-0.002
	213.1744	M+2H[2+]	0.0001
	425.343	M+H[1+]	0.0016
	213.1731	M+2H[2+]	-0.0012
	463.2974	M+K[1+]	0.0005
	483.2971	M+NaCl[1+]	-0.0029
	427.3394	M(S34)+H[1+]	0.0022
	424.3344	M[1+]	0.0003
	463.2942	M+K[1+]	-0.0027
	509.3061	M+HCOOK[1+]	0.0034
C16545		21	387.2198	among possibles C05011,C16545,C16544
	360.2296	M-CO+H[1+]	-0.0025
	352.2026	M-H4O2+H[1+]	-0.0033
	446.1859	M+NaCl[1+]	0.0002
	342.2188	M-HCOOH+H[1+]	-0.0029
	410.2111	M+Na[1+]	0.002
	342.2231	M-HCOOH+H[1+]	0.0014
	316.2039	M-C3H4O2+H[1+]	-0.0021
	370.2197	M-H2O+H[1+]	0.0032
	352.2034	M-H4O2+H[1+]	-0.0025
	390.2225	M(Cl37)+H[1+]	-0.0018
	410.2114	M+Na[1+]	0.0023
	370.2199	M-H2O+H[1+]	0.0034
	410.2118	M+Na[1+]	0.0027
	472.1891	M+HCOOK[1+]	0.0007
	352.2025	M-H4O2+H[1+]	-0.0034
	352.2067	M-H4O2+H[1+]	0.0008
	352.2052	M-H4O2+H[1+]	-0.0007
	320.237	M-HCOONa+H[1+]	-0.0027
	472.1871	M+HCOOK[1+]	-0.0013
	410.2055	M+Na[1+]	-0.0036
	406.2342	M+H2O+H[1+]	-0.0035
	390.2225	M(S34)+H[1+]	-0.0004
	456.2154	M+HCOONa[1+]	0.0009
	352.2028	M-H4O2+H[1+]	-0.0031
	410.2109	M+Na[1+]	0.0018
	472.1877	M+HCOOK[1+]	-0.0007
	388.2255	M+H[1+]	-0.0016
	370.2194	M-H2O+H[1+]	0.0029
	390.2247	M(S34)+H[1+]	0.0018
	406.2338	M+H2O+H[1+]	-0.0039
	352.2041	M-H4O2+H[1+]	-0.0018
	360.2292	M-CO+H[1+]	-0.0029
	390.2247	M(Cl37)+H[1+]	0.0004
	352.2033	M-H4O2+H[1+]	-0.0026
	316.2031	M-C3H4O2+H[1+]	-0.0029
	360.2285	M-CO+H[1+]	-0.0036
	352.2069	M-H4O2+H[1+]	0.001
	371.1992	M-NH3+H[1+]	-0.0014
C03091	5beta-Cholestan-3-one	7	386.3549	among possibles C00187,C03091
	425.316	M+K[1+]	-0.0017
	425.3136	M+K[1+]	-0.0041
	445.3186	M+NaCl[1+]	-0.0022
	455.3477	M+HCOONa[1+]	-0.0019
	409.3406	M+Na[1+]	-0.0036
	425.3145	M+K[1+]	-0.0032
	455.3453	M+HCOONa[1+]	-0.0043
	409.3404	M+Na[1+]	-0.0038
	409.3402	M+Na[1+]	-0.004
	425.3147	M+K[1+]	-0.003
C02198	Thromboxane A2	11	352.225	among possibles C06315,C06314,C00584,C00427,C04654,C04853,C01312,C02198,C00696
	269.2711	M-HCOOK+H[1+]	0.0001
	371.2443	M+H2O+H[1+]	0.0014
	371.245	M+H2O+H[1+]	0.0021
	354.2383	M(C13)+H[1+]	0.0026
	352.2257	M[1+]	0.0007
	354.2377	M(C13)+H[1+]	0.002
	354.2381	M(C13)+H[1+]	0.0024
	354.238	M(C13)+H[1+]	0.0023
	354.2376	M(C13)+H[1+]	0.0019
	354.2363	M(C13)+H[1+]	0.0006
	354.2372	M(C13)+H[1+]	0.0015
	437.1901	M+HCOOK[1+]	-0.0035
	352.2241	M[1+]	-0.0009
	437.19	M+HCOOK[1+]	-0.0036
	371.2448	M+H2O+H[1+]	0.0019
	317.2115	M-H4O2+H[1+]	0.0004
CE5704	15(S)-hydroxyarachidonylethanolamide	17	363.2773	among possibles CE5703,CE5704
	366.2833	M(S34)+H[1+]	0.0029
	386.2645	M+Na[1+]	-0.0021
	318.2784	M-HCOOH+H[1+]	-0.0008
	386.2651	M+Na[1+]	-0.0015
	328.2624	M-H4O2+H[1+]	-0.001
	386.2637	M+Na[1+]	-0.0029
	364.281	M+H[1+]	-0.0036
	386.2642	M+Na[1+]	-0.0024
	386.2639	M+Na[1+]	-0.0027
	328.2602	M-H4O2+H[1+]	-0.0032
	386.2633	M+Na[1+]	-0.0033
	386.264	M+Na[1+]	-0.0026
	366.2833	M(Cl37)+H[1+]	0.0015
	318.2771	M-HCOOH+H[1+]	-0.0021
	365.2899	M(C13)+H[1+]	0.0019
	386.2635	M+Na[1+]	-0.0031
	386.2638	M+Na[1+]	-0.0028
	318.2768	M-HCOOH+H[1+]	-0.0024
	318.2782	M-HCOOH+H[1+]	-0.001
	318.2774	M-HCOOH+H[1+]	-0.0018
	402.2385	M+K[1+]	-0.0016
	328.2606	M-H4O2+H[1+]	-0.0028
	318.2777	M-HCOOH+H[1+]	-0.0015
	448.2437	M+HCOOK[1+]	-0.0022
CE7101		12	432.3604	among possibles CE6219,CE7101,CE5655
	501.3505	M+HCOONa[1+]	-0.0045
	455.3453	M+Na[1+]	-0.0043
	228.1764	M+H+Na[2+]	-0.0021
	433.3668	M+H[1+]	-0.0008
	433.3662	M+H[1+]	-0.0014
	455.3477	M+Na[1+]	-0.0019
	415.356	M-H2O+H[1+]	-0.001
	501.3501	M+HCOONa[1+]	-0.0049
	433.3651	M+H[1+]	-0.0025
	415.3552	M-H2O+H[1+]	-0.0018
C02477	alpha-Tocopherol; Vitamin E	6	430.3811
	227.1887	M+H+Na[2+]	-0.0001
	499.3711	M+HCOONa[1+]	-0.0047
	453.3668	M+Na[1+]	-0.0036
	227.189	M+H+Na[2+]	0.0002
	499.371	M+HCOONa[1+]	-0.0048
	453.3665	M+Na[1+]	-0.0039
	227.1884	M+H+Na[2+]	-0.0004
	453.367	M+Na[1+]	-0.0034
	499.3713	M+HCOONa[1+]	-0.0045
	499.3728	M+HCOONa[1+]	-0.003
	453.3671	M+Na[1+]	-0.0033
	453.3672	M+Na[1+]	-0.0032
	453.3664	M+Na[1+]	-0.004
	453.3675	M+Na[1+]	-0.0029
	499.3717	M+HCOONa[1+]	-0.0041
C16660	2-Ethyl-5-methyl-3,3-diphenyl-1-pyrroline; EMDP	13	263.1674
	282.1826	M+H2O+H[1+]	-0.0027
	218.1674	M-HCOOH+H[1+]	-0.0019
	332.1607	M+HCOONa[1+]	-0.0014
	266.1687	M(S34)+H[1+]	-0.0018
	282.1828	M+H2O+H[1+]	-0.0025
	218.1706	M-HCOOH+H[1+]	0.0013
	332.1596	M+HCOONa[1+]	-0.0025
	332.1618	M+HCOONa[1+]	-0.0003
	247.1502	M-NH3+H[1+]	0.002
	218.1671	M-HCOOH+H[1+]	-0.0022
	286.1546	M+Na[1+]	-0.0021
	236.1774	M-CO+H[1+]	-0.0023
	218.1673	M-HCOOH+H[1+]	-0.002
	348.1366	M+HCOOK[1+]	0.0006
	302.1291	M+K[1+]	-0.0011
	266.1715	M(Cl37)+H[1+]	-0.0004
	332.1652	M+HCOONa[1+]	0.0031
	266.1715	M(S34)+H[1+]	0.001
	282.1829	M+H2O+H[1+]	-0.0024
	266.1745	M(Cl37)+H[1+]	0.0026
CE7072	13'-carboxy-gama-tocotrienol	16	439.2848
	498.2527	M+NaCl[1+]	0.002
	462.2776	M+Na[1+]	0.0035
	458.3016	M+H2O+H[1+]	-0.0011
	458.3011	M+H2O+H[1+]	-0.0016
	458.3007	M+H2O+H[1+]	-0.002
	442.289	M(S34)+H[1+]	0.0011
	396.3026	M-CO2+H[1+]	0.0003
	442.2907	M(S34)+H[1+]	0.0028
	442.2907	M(Cl37)+H[1+]	0.0014
	458.3042	M+H2O+H[1+]	0.0015
	458.3048	M+H2O+H[1+]	0.0021
	458.3062	M+H2O+H[1+]	0.0035
	412.2949	M-CO+H[1+]	-0.0022
	396.302	M-CO2+H[1+]	-0.0003
	442.289	M(Cl37)+H[1+]	-0.0003
	439.2839	M[1+]	-0.0009
	508.2796	M+HCOONa[1+]	0.0001
	508.2815	M+HCOONa[1+]	0.002
	458.3	M+H2O+H[1+]	-0.0027
	458.3003	M+H2O+H[1+]	-0.0024
	458.2996	M+H2O+H[1+]	-0.0031
	498.2556	M+NaCl[1+]	0.0049
	394.284	M-HCOOH+H[1+]	-0.0027
	458.3009	M+H2O+H[1+]	-0.0018
C07163	Methadone	24	309.2093
	309.2076	M[1+]	-0.0017
	310.2145	M+H[1+]	-0.0021
	282.2197	M-CO+H[1+]	-0.0019
	332.1976	M+Na[1+]	-0.001
	328.2296	M+H2O+H[1+]	0.0024
	328.2241	M+H2O+H[1+]	-0.0031
	310.2151	M+H[1+]	-0.0015
	394.1799	M+HCOOK[1+]	0.002
	328.2243	M+H2O+H[1+]	-0.0029
	156.1151	M(C13)+2H[2+]	0.0015
	328.2242	M+H2O+H[1+]	-0.003
	328.2267	M+H2O+H[1+]	-0.0005
	282.2189	M-CO+H[1+]	-0.0027
	394.1785	M+HCOOK[1+]	0.0006
	156.115	M(C13)+2H[2+]	0.0014
	238.1956	M-C3H4O2+H[1+]	0.0001
	311.22	M(C13)+H[1+]	0.0
	264.2087	M-HCOOH+H[1+]	-0.0025
	368.1743	M+NaCl[1+]	-0.0009
	282.2195	M-CO+H[1+]	-0.0021
	282.2201	M-CO+H[1+]	-0.0015
	282.2205	M-CO+H[1+]	-0.0011
	394.1817	M+HCOOK[1+]	0.0038
	282.2192	M-CO+H[1+]	-0.0024
	282.22	M-CO+H[1+]	-0.0016
	264.2086	M-HCOOH+H[1+]	-0.0026
	156.1149	M(C13)+2H[2+]	0.0013
	332.1963	M+Na[1+]	-0.0023
	282.2193	M-CO+H[1+]	-0.0023
	266.2242	M-CO2+H[1+]	-0.0026
	394.1784	M+HCOOK[1+]	0.0005
	332.1965	M+Na[1+]	-0.0021
	394.1783	M+HCOOK[1+]	0.0004
	332.1964	M+Na[1+]	-0.0022
	310.2148	M+H[1+]	-0.0018
	282.2196	M-CO+H[1+]	-0.002
	328.2249	M+H2O+H[1+]	-0.0023
	310.2146	M+H[1+]	-0.002
	282.2194	M-CO+H[1+]	-0.0022
	310.2149	M+H[1+]	-0.0017
	332.1966	M+Na[1+]	-0.002
	328.2246	M+H2O+H[1+]	-0.0026
	378.2068	M+HCOONa[1+]	0.0028
	328.2255	M+H2O+H[1+]	-0.0017
	394.1792	M+HCOOK[1+]	0.0013
	328.2252	M+H2O+H[1+]	-0.002
	282.2198	M-CO+H[1+]	-0.0018
	156.1144	M(C13)+2H[2+]	0.0008
	332.1962	M+Na[1+]	-0.0024
C00909	Leukotriene A4; LTA4; (7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyeicosa-7,9,11,14-tetraenoic acid; (7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyeicosa-7,9,11,14-tetraenoate; (7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyicosa-7,9,11,14-tetraenoate; (5S,6S,7E,9E,11Z,14Z)-5,6-epoxyicosa-7,9,11,14-tetraenoate	16	318.2195
	302.2006	M-NH3+H[1+]	0.0003
	302.2002	M-NH3+H[1+]	-0.0001
	171.1072	M+H+Na[2+]	-0.0008
	318.2169	M[1+]	-0.0026
	320.2306	M(C13)+H[1+]	0.0004
	320.2323	M(C13)+H[1+]	0.0021
	318.2172	M[1+]	-0.0023
	320.232	M(C13)+H[1+]	0.0018
	320.2325	M(C13)+H[1+]	0.0023
	320.2317	M(C13)+H[1+]	0.0015
	171.1078	M+H+Na[2+]	-0.0002
	320.2333	M(C13)+H[1+]	0.0031
	318.2171	M[1+]	-0.0024
	171.1073	M+H+Na[2+]	-0.0007
	318.2174	M[1+]	-0.0021
	320.2332	M(C13)+H[1+]	0.003
	273.2187	M-HCOOH+H[1+]	-0.0027
	302.1974	M-NH3+H[1+]	-0.0029
	291.2328	M-CO+H[1+]	0.001
	320.2329	M(C13)+H[1+]	0.0027
	320.2328	M(C13)+H[1+]	0.0026
	357.1802	M+K[1+]	-0.0021
	301.2184	M-H2O+H[1+]	0.0022
	320.2324	M(C13)+H[1+]	0.0022
	320.2327	M(C13)+H[1+]	0.0025
	337.2363	M+H2O+H[1+]	-0.0011
	318.2168	M[1+]	-0.0027
CE6473		20	317.2117	among possibles CE7090,CE7089,CE7085,CE7082,CE7081,CE6473,CE2084
	300.2063	M-H2O+H[1+]	-0.002
	318.2172	M+H[1+]	-0.0017
	336.2293	M+H2O+H[1+]	-0.0002
	402.1776	M+HCOOK[1+]	-0.0026
	318.2174	M+H[1+]	-0.0015
	336.2296	M+H2O+H[1+]	0.0001
	290.2239	M-CO+H[1+]	-0.0
	340.2006	M+Na[1+]	-0.0003
	290.2237	M-CO+H[1+]	-0.0002
	336.2274	M+H2O+H[1+]	-0.0021
	336.2268	M+H2O+H[1+]	-0.0027
	340.198	M+Na[1+]	-0.0029
	290.2235	M-CO+H[1+]	-0.0004
	282.1981	M-H4O2+H[1+]	0.0004
	318.2168	M+H[1+]	-0.0021
	336.2271	M+H2O+H[1+]	-0.0024
	290.2222	M-CO+H[1+]	-0.0017
	317.2115	M[1+]	-0.0002
	336.2277	M+H2O+H[1+]	-0.0018
	336.2276	M+H2O+H[1+]	-0.0019
	282.1975	M-H4O2+H[1+]	-0.0002
	290.225	M-CO+H[1+]	0.0011
	300.2066	M-H2O+H[1+]	-0.0017
	318.2171	M+H[1+]	-0.0018
	336.2272	M+H2O+H[1+]	-0.0023
	336.2278	M+H2O+H[1+]	-0.0017
	386.2043	M+HCOONa[1+]	-0.002
	274.2286	M-CO2+H[1+]	-0.0005
	336.2275	M+H2O+H[1+]	-0.002
	386.2071	M+HCOONa[1+]	0.0008
	386.2072	M+HCOONa[1+]	0.0009
	300.2065	M-H2O+H[1+]	-0.0018
	290.2245	M-CO+H[1+]	0.0006
	340.202	M+Na[1+]	0.0011
	300.2064	M-H2O+H[1+]	-0.0019
	386.2026	M+HCOONa[1+]	-0.0037
	386.2095	M+HCOONa[1+]	0.0032
	290.2221	M-CO+H[1+]	-0.0018
	386.2049	M+HCOONa[1+]	-0.0014
	336.2282	M+H2O+H[1+]	-0.0013
	386.2068	M+HCOONa[1+]	0.0005
	318.2169	M+H[1+]	-0.002
vacccrn	Vaccenyl carnitine	19	425.3505	among possibles elaidcrn,vacccrn,odecrn
	510.32	M+HCOOK[1+]	0.0009
	464.312	M+K[1+]	-0.0013
	510.3172	M+HCOOK[1+]	-0.0019
	427.3646	M(C13)+H[1+]	0.0034
	484.317	M+NaCl[1+]	0.0006
	484.3162	M+NaCl[1+]	-0.0002
	510.3176	M+HCOOK[1+]	-0.0015
	425.3498	M[1+]	-0.0007
	464.3122	M+K[1+]	-0.0011
	427.365	M(C13)+H[1+]	0.0038
	484.3164	M+NaCl[1+]	0.0
	444.3648	M+H2O+H[1+]	-0.0036
	425.3506	M[1+]	0.0001
	494.3429	M+HCOONa[1+]	-0.0023
	484.3174	M+NaCl[1+]	0.001
	426.3616	M+H[1+]	0.0038
	464.3113	M+K[1+]	-0.002
	425.3503	M[1+]	-0.0002
	390.3341	M-H4O2+H[1+]	-0.0025
CE7047		15	415.3576
	474.3221	M+NaCl[1+]	-0.0014
	370.3582	M-HCOOH+H[1+]	-0.0013
	484.3487	M+HCOONa[1+]	-0.0036
	454.3238	M+K[1+]	0.0034
	474.3219	M+NaCl[1+]	-0.0016
	370.357	M-HCOOH+H[1+]	-0.0025
	474.3189	M+NaCl[1+]	-0.0046
	399.338	M-NH3+H[1+]	-0.0004
	500.331	M+HCOOK[1+]	0.0048
	415.3552	M[1+]	-0.0024
	418.3628	M(Cl37)+H[1+]	0.0007
	418.3628	M(S34)+H[1+]	0.0021
	484.3521	M+HCOONa[1+]	-0.0002
	418.3657	M(Cl37)+H[1+]	0.0036
	398.3509	M-H2O+H[1+]	-0.0034
	484.3477	M+HCOONa[1+]	-0.0046
	415.356	M[1+]	-0.0016
CE6230	15-hydroperoxyeicosa-8Z,11Z,13E-trienoate	26	337.2379	among possibles CE6230,CE4988,CE4987,CE5350,CE5352
	294.2549	M-CO2+H[1+]	-0.0005
	320.2344	M-H2O+H[1+]	-0.0002
	356.2529	M+H2O+H[1+]	-0.0029
	356.2553	M+H2O+H[1+]	-0.0005
	356.253	M+H2O+H[1+]	-0.0028
	360.2262	M+Na[1+]	-0.001
	294.2548	M-CO2+H[1+]	-0.0006
	292.2418	M-HCOOH+H[1+]	0.002
	406.2327	M+HCOONa[1+]	0.0001
	320.2317	M-H2O+H[1+]	-0.0029
	266.2242	M-C3H4O2+H[1+]	0.0001
	406.2342	M+HCOONa[1+]	0.0016
	310.2482	M-CO+H[1+]	-0.002
	360.2271	M+Na[1+]	-0.0001
	294.2545	M-CO2+H[1+]	-0.0009
	320.2325	M-H2O+H[1+]	-0.0021
	320.2343	M-H2O+H[1+]	-0.0003
	320.2332	M-H2O+H[1+]	-0.0014
	338.2428	M+H[1+]	-0.0024
	310.2485	M-CO+H[1+]	-0.0017
	320.232	M-H2O+H[1+]	-0.0026
	294.255	M-CO2+H[1+]	-0.0004
	320.2327	M-H2O+H[1+]	-0.0019
	320.2342	M-H2O+H[1+]	-0.0004
	302.2232	M-H4O2+H[1+]	-0.0008
	337.2363	M[1+]	-0.0016
	320.2345	M-H2O+H[1+]	-0.0001
	320.2337	M-H2O+H[1+]	-0.0009
	310.2487	M-CO+H[1+]	-0.0015
	338.2432	M+H[1+]	-0.002
	320.2324	M-H2O+H[1+]	-0.0022
	360.2285	M+Na[1+]	0.0013
	360.2292	M+Na[1+]	0.002
	338.2426	M+H[1+]	-0.0026
	376.1985	M+K[1+]	-0.0022
	320.237	M-H2O+H[1+]	0.0024
	320.2328	M-H2O+H[1+]	-0.0018
	320.234	M-H2O+H[1+]	-0.0006
	338.2473	M+H[1+]	0.0021
	339.251	M(C13)+H[1+]	0.0024
	302.2224	M-H4O2+H[1+]	-0.0016
	406.2338	M+HCOONa[1+]	0.0012
	320.2346	M-H2O+H[1+]	0.0
	302.2245	M-H4O2+H[1+]	0.0005
	320.2333	M-H2O+H[1+]	-0.0013
	310.2486	M-CO+H[1+]	-0.0016
	310.2484	M-CO+H[1+]	-0.0018
	310.2481	M-CO+H[1+]	-0.0021
	320.2329	M-H2O+H[1+]	-0.0017
	356.2539	M+H2O+H[1+]	-0.0019
	360.2296	M+Na[1+]	0.0024
	270.2552	M-HCOONa+H[1+]	-0.0026
	320.2323	M-H2O+H[1+]	-0.0023
	338.2469	M+H[1+]	0.0017
	302.2234	M-H4O2+H[1+]	-0.0006
	292.2373	M-HCOOH+H[1+]	-0.0025
	406.2324	M+HCOONa[1+]	-0.0002
C08012	Levomethadyl acetate; LAAM	22	353.2355
	336.2293	M-H2O+H[1+]	-0.0029
	326.2467	M-CO+H[1+]	-0.0011
	372.2517	M+H2O+H[1+]	-0.0017
	438.2025	M+HCOOK[1+]	-0.0016
	282.2196	M-C3H4O2+H[1+]	-0.0021
	412.2037	M+NaCl[1+]	0.0023
	326.2453	M-CO+H[1+]	-0.0025
	282.22	M-C3H4O2+H[1+]	-0.0017
	422.2331	M+HCOONa[1+]	0.0029
	354.2426	M+H[1+]	-0.0002
	438.2022	M+HCOOK[1+]	-0.0019
	282.2205	M-C3H4O2+H[1+]	-0.0012
	336.2337	M-H2O+H[1+]	0.0015
	282.2189	M-C3H4O2+H[1+]	-0.0028
	438.2019	M+HCOOK[1+]	-0.0022
	326.2461	M-CO+H[1+]	-0.0017
	412.1981	M+NaCl[1+]	-0.0033
	326.2464	M-CO+H[1+]	-0.0014
	326.245	M-CO+H[1+]	-0.0028
	354.2431	M+H[1+]	0.0003
	326.2452	M-CO+H[1+]	-0.0026
	326.247	M-CO+H[1+]	-0.0008
	282.2192	M-C3H4O2+H[1+]	-0.0025
	353.2372	M[1+]	0.0017
	326.246	M-CO+H[1+]	-0.0018
	326.2447	M-CO+H[1+]	-0.0031
	354.2393	M+H[1+]	-0.0035
	353.239	M[1+]	0.0035
	282.2195	M-C3H4O2+H[1+]	-0.0022
	422.2326	M+HCOONa[1+]	0.0024
	336.2296	M-H2O+H[1+]	-0.0026
	282.2193	M-C3H4O2+H[1+]	-0.0024
	326.2491	M-CO+H[1+]	0.0013
	354.2402	M+H[1+]	-0.0026
	282.2194	M-C3H4O2+H[1+]	-0.0023
	422.2329	M+HCOONa[1+]	0.0027
	392.2	M+K[1+]	0.0017
	326.2458	M-CO+H[1+]	-0.002
	392.202	M+K[1+]	0.0037
	376.2256	M+Na[1+]	0.0008
	282.2198	M-C3H4O2+H[1+]	-0.0019
	422.2332	M+HCOONa[1+]	0.003
	376.2217	M+Na[1+]	-0.0031
	326.2462	M-CO+H[1+]	-0.0016
	282.2197	M-C3H4O2+H[1+]	-0.002
	326.2459	M-CO+H[1+]	-0.0019
	282.2201	M-C3H4O2+H[1+]	-0.0016
	422.2327	M+HCOONa[1+]	0.0025
CE5947	20-COOH-10,11-dihydro-LTB4	13	366.2043
	368.2166	M(C13)+H[1+]	0.0017
	184.1085	M+2H[2+]	-0.0009
	368.2165	M(C13)+H[1+]	0.0016
	295.1923	M-C3H4O2+H[1+]	0.0019
	385.2257	M+H2O+H[1+]	0.0036
	283.2521	M-HCOOK+H[1+]	0.0019
	184.1083	M+2H[2+]	-0.0011
	368.2172	M(C13)+H[1+]	0.0023
	368.2168	M(C13)+H[1+]	0.0019
	366.2046	M[1+]	0.0003
	368.2147	M(C13)+H[1+]	-0.0002
	184.11	M+2H[2+]	0.0006
	366.2022	M[1+]	-0.0021
	184.1087	M+2H[2+]	-0.0007
	184.1096	M+2H[2+]	0.0002
	366.206	M[1+]	0.0017
	283.2509	M-HCOOK+H[1+]	0.0007
	366.2024	M[1+]	-0.0019
	368.217	M(C13)+H[1+]	0.0021
C05963		18	370.2355
	186.126	M+2H[2+]	0.001
	370.2324	M[1+]	-0.0031
	371.2448	M+H[1+]	0.002
	287.2814	M-HCOOK+H[1+]	-0.0001
	287.2806	M-HCOOK+H[1+]	-0.0009
	287.2805	M-HCOOK+H[1+]	-0.001
	287.2808	M-HCOOK+H[1+]	-0.0007
	370.2384	M[1+]	0.0029
	371.245	M+H[1+]	0.0022
	371.2443	M+H[1+]	0.0015
	186.1256	M+2H[2+]	0.0006
	197.1163	M+H+Na[2+]	0.0003
	372.2487	M(C13)+H[1+]	0.0025
	287.2822	M-HCOOK+H[1+]	0.0007
	370.2342	M[1+]	-0.0013
	287.2819	M-HCOOK+H[1+]	0.0004
	186.1251	M+2H[2+]	0.0001
CE7093	13,14-dihydro-15-oxo-PGE1	19	353.2328	among possibles CE6234,CE4989,CE7093,CE5663,CE5828,CE5924,CE5929,CE5931
	326.2443	M-CO+H[1+]	-0.0008
	286.2506	M-HCOONa+H[1+]	-0.0021
	356.2342	M(Cl37)+H[1+]	-0.0031
	282.2178	M-C3H4O2+H[1+]	-0.0012
	354.2372	M+H[1+]	-0.0029
	326.245	M-CO+H[1+]	-0.0001
	326.2432	M-CO+H[1+]	-0.0019
	326.2437	M-CO+H[1+]	-0.0014
	438.2019	M+HCOOK[1+]	0.0005
	336.2275	M-H2O+H[1+]	-0.002
	336.2271	M-H2O+H[1+]	-0.0024
	282.2192	M-C3H4O2+H[1+]	0.0002
	372.2517	M+H2O+H[1+]	0.001
	326.2464	M-CO+H[1+]	0.0013
	336.2277	M-H2O+H[1+]	-0.0018
	282.2195	M-C3H4O2+H[1+]	0.0005
	354.2393	M+H[1+]	-0.0008
	336.2293	M-H2O+H[1+]	-0.0002
	412.1981	M+NaCl[1+]	-0.0006
	438.2025	M+HCOOK[1+]	0.0011
	282.2198	M-C3H4O2+H[1+]	0.0008
	282.2196	M-C3H4O2+H[1+]	0.0006
	326.2434	M-CO+H[1+]	-0.0017
	310.2485	M-CO2+H[1+]	-0.0018
	356.2342	M(S34)+H[1+]	-0.0017
	310.2481	M-CO2+H[1+]	-0.0022
	356.2331	M(S34)+H[1+]	-0.0028
	376.2217	M+Na[1+]	-0.0004
	354.2377	M+H[1+]	-0.0024
	354.2426	M+H[1+]	0.0025
	282.2194	M-C3H4O2+H[1+]	0.0004
	336.2276	M-H2O+H[1+]	-0.0019
	336.2278	M-H2O+H[1+]	-0.0017
	310.2487	M-CO2+H[1+]	-0.0016
	286.2501	M-HCOONa+H[1+]	-0.0026
	326.2445	M-CO+H[1+]	-0.0006
	282.2201	M-C3H4O2+H[1+]	0.0011
	326.2467	M-CO+H[1+]	0.0016
	354.238	M+H[1+]	-0.0021
	336.2272	M-H2O+H[1+]	-0.0023
	318.2171	M-H4O2+H[1+]	-0.0018
	310.2484	M-CO2+H[1+]	-0.0019
	310.2486	M-CO2+H[1+]	-0.0017
	318.2174	M-H4O2+H[1+]	-0.0015
	326.2459	M-CO+H[1+]	0.0008
	326.246	M-CO+H[1+]	0.0009
	354.2381	M+H[1+]	-0.002
	310.2482	M-CO2+H[1+]	-0.0021
	282.2189	M-C3H4O2+H[1+]	-0.0001
	376.2256	M+Na[1+]	0.0035
	326.243	M-CO+H[1+]	-0.0021
	354.2376	M+H[1+]	-0.0025
	326.2462	M-CO+H[1+]	0.0011
	326.2452	M-CO+H[1+]	0.0001
	326.2453	M-CO+H[1+]	0.0002
	354.2383	M+H[1+]	-0.0018
	318.2168	M-H4O2+H[1+]	-0.0021
	354.2431	M+H[1+]	0.003
	326.2461	M-CO+H[1+]	0.001
	438.2022	M+HCOOK[1+]	0.0008
	282.2205	M-C3H4O2+H[1+]	0.0015
	336.2268	M-H2O+H[1+]	-0.0027
	336.2296	M-H2O+H[1+]	0.0001
	336.2274	M-H2O+H[1+]	-0.0021
	318.2172	M-H4O2+H[1+]	-0.0017
