Compound_ID	name	evidence_score	MW	all_possibles
	326.247	M-CO+H[1+]	0.0019
	282.22	M-C3H4O2+H[1+]	0.001
	354.2402	M+H[1+]	0.0001
	326.2447	M-CO+H[1+]	-0.0004
	326.2444	M-CO+H[1+]	-0.0007
	282.2197	M-C3H4O2+H[1+]	0.0007
	326.2458	M-CO+H[1+]	0.0007
	282.2193	M-C3H4O2+H[1+]	0.0003
	372.2487	M+H2O+H[1+]	-0.002
	318.2169	M-H4O2+H[1+]	-0.002
	336.2282	M-H2O+H[1+]	-0.0013
C03577	20-Hydroxyleukotriene E4; 20-OH-LTE4; 20-OH-Leukotriene E4	22	455.2342
	428.2436	M-CO+H[1+]	-0.0029
	478.2195	M+Na[1+]	-0.004
	455.2345	M[1+]	0.0003
	456.2455	M+H[1+]	0.004
	456.2452	M+H[1+]	0.0037
	456.2419	M+H[1+]	0.0004
	478.2194	M+Na[1+]	-0.0041
	458.243	M(Cl37)+H[1+]	0.0043
	524.225	M+HCOONa[1+]	-0.0039
	458.2392	M(Cl37)+H[1+]	0.0005
	428.2452	M-CO+H[1+]	-0.0013
	456.2431	M+H[1+]	0.0016
	372.2826	M-HCOOK+H[1+]	0.0024
	438.2308	M-H2O+H[1+]	-0.0001
	456.243	M+H[1+]	0.0015
	478.2189	M+Na[1+]	-0.0046
	456.2456	M+H[1+]	0.0041
	514.1997	M+NaCl[1+]	-0.0004
	478.2198	M+Na[1+]	-0.0037
	514.1987	M+NaCl[1+]	-0.0014
	410.2389	M-HCOOH+H[1+]	0.0028
	439.2142	M-NH3+H[1+]	-0.0008
	458.2392	M(S34)+H[1+]	0.0019
	372.28	M-HCOOK+H[1+]	-0.0002
	410.232	M-HCOOH+H[1+]	-0.0041
CE5848	7'-carboxy-gama-tocotrienol	19	331.1909	among possibles CE5848,CE7109,CE7110
	370.1556	M+K[1+]	0.0019
	314.1871	M-H2O+H[1+]	-0.0005
	334.1943	M(S34)+H[1+]	0.0003
	350.2061	M+H2O+H[1+]	-0.0027
	314.1864	M-H2O+H[1+]	-0.0012
	315.1693	M-NH3+H[1+]	-0.0024
	332.1965	M+H[1+]	-0.0017
	332.1966	M+H[1+]	-0.0016
	286.19	M-HCOOH+H[1+]	-0.0028
	288.2083	M-CO2+H[1+]	-0.0001
	332.1962	M+H[1+]	-0.002
	332.1963	M+H[1+]	-0.0019
	304.2012	M-CO+H[1+]	-0.002
	370.1554	M+K[1+]	0.0017
	370.1555	M+K[1+]	0.0018
	416.1601	M+HCOOK[1+]	0.0006
	314.1862	M-H2O+H[1+]	-0.0014
	334.193	M(Cl37)+H[1+]	-0.0024
	304.2014	M-CO+H[1+]	-0.0018
	350.2065	M+H2O+H[1+]	-0.0023
	296.1783	M-H4O2+H[1+]	0.0013
	370.1558	M+K[1+]	0.0021
	264.2086	M-HCOONa+H[1+]	-0.0022
	332.1964	M+H[1+]	-0.0018
	350.2062	M+H2O+H[1+]	-0.0026
	350.2066	M+H2O+H[1+]	-0.0022
	315.1699	M-NH3+H[1+]	-0.0018
	315.1708	M-NH3+H[1+]	-0.0009
	304.2006	M-CO+H[1+]	-0.0026
	296.1776	M-H4O2+H[1+]	0.0006
	260.1758	M-C3H4O2+H[1+]	-0.0013
	304.2013	M-CO+H[1+]	-0.0019
	332.1952	M+H[1+]	-0.003
	296.1749	M-H4O2+H[1+]	-0.0021
	334.1943	M(Cl37)+H[1+]	-0.0011
	288.2085	M-CO2+H[1+]	0.0001
	314.1856	M-H2O+H[1+]	-0.002
	304.2009	M-CO+H[1+]	-0.0023
	416.1589	M+HCOOK[1+]	-0.0006
	334.193	M(S34)+H[1+]	-0.001
	350.2063	M+H2O+H[1+]	-0.0025
	314.1847	M-H2O+H[1+]	-0.0029
	314.1852	M-H2O+H[1+]	-0.0024
	304.2011	M-CO+H[1+]	-0.0021
	264.2087	M-HCOONa+H[1+]	-0.0021
	370.1552	M+K[1+]	0.0015
	304.202	M-CO+H[1+]	-0.0012
	332.1976	M+H[1+]	-0.0006
	314.1868	M-H2O+H[1+]	-0.0008
	314.1907	M-H2O+H[1+]	0.0031
C07572	Citalopram	11	324.1638
	343.1816	M+H2O+H[1+]	-0.0001
	289.1519	M-H4O2+H[1+]	0.002
	326.172	M(C13)+H[1+]	-0.0025
	393.1603	M+HCOONa[1+]	0.0018
	289.1518	M-H4O2+H[1+]	0.0019
	325.1707	M+H[1+]	-0.0004
	289.1521	M-H4O2+H[1+]	0.0022
	393.1564	M+HCOONa[1+]	-0.0021
	281.1817	M-CO2+H[1+]	0.0004
	326.1723	M(C13)+H[1+]	-0.0022
CE5995	20-COOH-leukotriene E4	18	467.1978
	396.1811	M-C3H4O2+H[1+]	-0.0029
	422.1963	M-HCOOH+H[1+]	-0.0034
	506.1558	M+K[1+]	-0.0048
	432.1806	M-H4O2+H[1+]	-0.0033
	235.1062	M(C13)+2H[2+]	-0.0017
	506.1555	M+K[1+]	-0.0051
	384.2443	M-HCOOK+H[1+]	0.0005
	440.2062	M-CO+H[1+]	-0.0039
	490.1822	M+Na[1+]	-0.0049
	432.181	M-H4O2+H[1+]	-0.0029
	396.1808	M-C3H4O2+H[1+]	-0.0032
	396.1805	M-C3H4O2+H[1+]	-0.0035
	396.1809	M-C3H4O2+H[1+]	-0.0031
	467.1993	M[1+]	0.0015
	450.1962	M-H2O+H[1+]	0.0017
	506.1639	M+K[1+]	0.0033
	396.1807	M-C3H4O2+H[1+]	-0.0033
	486.2172	M+H2O+H[1+]	0.0015
	396.1821	M-C3H4O2+H[1+]	-0.0019
C16548	N,N-Didesmethyltamoxifen	17	343.1936
	344.1992	M+H[1+]	-0.0017
	326.1912	M-H2O+H[1+]	0.0009
	428.1639	M+HCOOK[1+]	0.0017
	326.1925	M-H2O+H[1+]	0.0022
	412.1911	M+HCOONa[1+]	0.0028
	428.1649	M+HCOOK[1+]	0.0027
	343.1961	M[1+]	0.0025
	412.1913	M+HCOONa[1+]	0.003
	316.2031	M-CO+H[1+]	-0.0028
	316.2039	M-CO+H[1+]	-0.002
	412.1889	M+HCOONa[1+]	0.0006
	298.1965	M-HCOOH+H[1+]	0.001
	326.1916	M-H2O+H[1+]	0.0013
	326.1913	M-H2O+H[1+]	0.001
	326.1933	M-H2O+H[1+]	0.003
	343.1904	M[1+]	-0.0032
	276.2155	M-HCOONa+H[1+]	0.002
	362.2091	M+H2O+H[1+]	-0.0024
	362.2097	M+H2O+H[1+]	-0.0018
	428.1632	M+HCOOK[1+]	0.001
	412.1916	M+HCOONa[1+]	0.0033
	412.1899	M+HCOONa[1+]	0.0016
	326.1908	M-H2O+H[1+]	0.0005
stcrn	stearoylcarnitine	13	427.3662
	450.3554	M+Na[1+]	-0.0
	486.3338	M+NaCl[1+]	0.0018
	486.3342	M+NaCl[1+]	0.0022
	466.3309	M+K[1+]	0.002
	427.365	M[1+]	-0.0011
	466.3273	M+K[1+]	-0.0016
	427.3646	M[1+]	-0.0016
	429.3811	M(C13)+H[1+]	0.0043
	427.3682	M[1+]	0.002
	450.3575	M+Na[1+]	0.0021
	486.3348	M+NaCl[1+]	0.0028
C00881	Deoxycytidine; 2'-Deoxycytidine	15	227.0906
	210.0888	M-H2O+H[1+]	0.0015
	182.0914	M-HCOOH+H[1+]	-0.0011
	230.0938	M(Cl37)+H[1+]	-0.0013
	156.0768	M-C3H4O2+H[1+]	0.0
	210.0871	M-H2O+H[1+]	-0.0002
	200.102	M-CO+H[1+]	-0.0009
	160.1091	M-HCOONa+H[1+]	-0.0014
	156.0777	M-C3H4O2+H[1+]	0.0009
	192.0783	M-H4O2+H[1+]	0.0016
	210.088	M-H2O+H[1+]	0.0007
	192.0774	M-H4O2+H[1+]	0.0007
	192.0765	M-H4O2+H[1+]	-0.0002
	210.0865	M-H2O+H[1+]	-0.0008
	156.0765	M-C3H4O2+H[1+]	-0.0003
	160.11	M-HCOONa+H[1+]	-0.0005
	160.109	M-HCOONa+H[1+]	-0.0015
	210.0868	M-H2O+H[1+]	-0.0005
	230.0936	M(S34)+H[1+]	-0.0001
	184.1085	M-CO2+H[1+]	0.0004
	200.104	M-CO+H[1+]	0.0011
	182.0919	M-HCOOH+H[1+]	-0.0006
	156.078	M-C3H4O2+H[1+]	0.0012
	192.0757	M-H4O2+H[1+]	-0.001
	182.0934	M-HCOOH+H[1+]	0.0009
	156.0783	M-C3H4O2+H[1+]	0.0015
	230.0936	M(Cl37)+H[1+]	-0.0015
	184.1087	M-CO2+H[1+]	0.0006
	286.0541	M+NaCl[1+]	-0.0024
	210.0862	M-H2O+H[1+]	-0.0011
	200.1043	M-CO+H[1+]	0.0014
	184.1096	M-CO2+H[1+]	0.0015
	184.1083	M-CO2+H[1+]	0.0002
	160.1098	M-HCOONa+H[1+]	-0.0007
	210.0884	M-H2O+H[1+]	0.0011
	228.0968	M+H[1+]	-0.0011
	200.1041	M-CO+H[1+]	0.0012
	230.0938	M(S34)+H[1+]	0.0001
	192.0767	M-H4O2+H[1+]	0.0
	182.0932	M-HCOOH+H[1+]	0.0007
	156.0767	M-C3H4O2+H[1+]	-0.0001
	210.0866	M-H2O+H[1+]	-0.0007
	160.1096	M-HCOONa+H[1+]	-0.0009
	156.0769	M-C3H4O2+H[1+]	0.0001
	210.087	M-H2O+H[1+]	-0.0003
	160.1099	M-HCOONa+H[1+]	-0.0006
CE5140	12-oxo-20-trihydroxy-leukotriene B4	18	381.1913
	310.1774	M-C3H4O2+H[1+]	-0.0001
	346.1747	M-H4O2+H[1+]	-0.0027
	466.1589	M+HCOOK[1+]	-0.001
	466.1604	M+HCOOK[1+]	0.0005
	310.1803	M-C3H4O2+H[1+]	0.0028
	382.1999	M+H[1+]	0.0013
	384.1962	M(S34)+H[1+]	0.0018
	420.1574	M+K[1+]	0.0033
	310.175	M-C3H4O2+H[1+]	-0.0025
	338.2062	M-CO2+H[1+]	-0.0026
	384.1918	M(S34)+H[1+]	-0.0026
	466.1636	M+HCOOK[1+]	0.0037
	310.1769	M-C3H4O2+H[1+]	-0.0006
	466.1629	M+HCOOK[1+]	0.003
	346.1754	M-H4O2+H[1+]	-0.002
	400.2121	M+H2O+H[1+]	0.0029
	346.1759	M-H4O2+H[1+]	-0.0015
	310.1772	M-C3H4O2+H[1+]	-0.0003
	310.1771	M-C3H4O2+H[1+]	-0.0004
	384.1988	M(Cl37)+H[1+]	0.003
	384.1991	M(Cl37)+H[1+]	0.0033
	310.177	M-C3H4O2+H[1+]	-0.0005
	383.2029	M(C13)+H[1+]	0.0009
	420.1515	M+K[1+]	-0.0026
	420.1552	M+K[1+]	0.0011
	338.2058	M-CO2+H[1+]	-0.003
	384.1955	M(Cl37)+H[1+]	-0.0003
	338.2119	M-CO2+H[1+]	0.0031
	384.1989	M(Cl37)+H[1+]	0.0031
	384.1955	M(S34)+H[1+]	0.0011
	364.1866	M-H2O+H[1+]	-0.0014
	384.1962	M(Cl37)+H[1+]	0.0004
	400.2101	M+H2O+H[1+]	0.0009
	310.1773	M-C3H4O2+H[1+]	-0.0002
	310.1744	M-C3H4O2+H[1+]	-0.0031
	354.2004	M-CO+H[1+]	-0.0032
C01301	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al	15	434.3396
	436.3521	M(C13)+H[1+]	0.0018
	434.3362	M[1+]	-0.0034
	434.3376	M[1+]	-0.002
	434.3385	M[1+]	-0.0011
	493.3018	M+NaCl[1+]	-0.0037
	434.3371	M[1+]	-0.0025
	434.3377	M[1+]	-0.0019
	363.3245	M-C3H4O2+H[1+]	-0.0013
	436.3541	M(C13)+H[1+]	0.0038
	434.337	M[1+]	-0.0026
	434.3379	M[1+]	-0.0017
	453.3594	M+H2O+H[1+]	0.0019
	436.3542	M(C13)+H[1+]	0.0039
	229.1682	M+H+Na[2+]	0.0001
	434.3364	M[1+]	-0.0032
	434.3388	M[1+]	-0.0008
	503.3293	M+HCOONa[1+]	-0.005
	473.2993	M+K[1+]	-0.0031
	436.3539	M(C13)+H[1+]	0.0036
	473.3061	M+K[1+]	0.0037
	436.3543	M(C13)+H[1+]	0.004
	436.3505	M(C13)+H[1+]	0.0002
	436.3535	M(C13)+H[1+]	0.0032
	434.3375	M[1+]	-0.0021
	436.3528	M(C13)+H[1+]	0.0025
	434.3384	M[1+]	-0.0012
	493.3025	M+NaCl[1+]	-0.003
	434.3383	M[1+]	-0.0013
CE6229	13E-tetranor-16-carboxy-LTE4	10	411.1352
	328.1782	M-HCOOK+H[1+]	-0.0029
	368.1545	M-CO2+H[1+]	0.0019
	328.1789	M-HCOOK+H[1+]	-0.0022
	368.1509	M-CO2+H[1+]	-0.0017
	368.1552	M-CO2+H[1+]	0.0026
	384.1495	M-CO+H[1+]	0.0021
	430.1571	M+H2O+H[1+]	0.0041
	376.1211	M-H4O2+H[1+]	-0.0001
	413.1473	M(C13)+H[1+]	0.0015
	434.1221	M+Na[1+]	-0.0023
	328.1796	M-HCOOK+H[1+]	-0.0015
	384.1503	M-CO+H[1+]	0.0029
	368.1499	M-CO2+H[1+]	-0.0027
	328.1795	M-HCOOK+H[1+]	-0.0016
C03150	N-Ribosylnicotinamide; 1-(beta-D-Ribofuranosyl)nicotinamide	19	255.0981
	172.1456	M-HCOOK+H[1+]	0.0015
	228.111	M-CO+H[1+]	0.0006
	129.058	M(C13)+2H[2+]	-0.0
	257.1111	M(C13)+H[1+]	0.0023
	212.1155	M-CO2+H[1+]	-0.0001
	228.1119	M-CO+H[1+]	0.0015
	324.0914	M+HCOONa[1+]	-0.0014
	294.0586	M+K[1+]	-0.0023
	324.0927	M+HCOONa[1+]	-0.0001
	324.0925	M+HCOONa[1+]	-0.0003
	129.0574	M(C13)+2H[2+]	-0.0006
	184.084	M-C3H4O2+H[1+]	-0.0003
	129.0577	M(C13)+2H[2+]	-0.0003
	278.0858	M+Na[1+]	-0.0016
	188.1167	M-HCOONa+H[1+]	-0.0013
	256.105	M+H[1+]	-0.0004
	212.1165	M-CO2+H[1+]	0.0009
tethex3	tetracosahexaenoic acid, n-3	19	355.2637
	339.2428	M-NH3+H[1+]	-0.0017
	440.2354	M+HCOOK[1+]	0.0031
	356.269	M+H[1+]	-0.002
	358.2638	M(S34)+H[1+]	-0.003
	284.2472	M-C3H4O2+H[1+]	-0.0027
	355.2637	M[1+]	-0.0
	357.2779	M(C13)+H[1+]	0.0035
	356.2707	M+H[1+]	-0.0003
	356.2684	M+H[1+]	-0.0026
	356.2696	M+H[1+]	-0.0014
	339.2441	M-NH3+H[1+]	-0.0004
	356.2691	M+H[1+]	-0.0019
	356.2698	M+H[1+]	-0.0012
	414.226	M+NaCl[1+]	-0.0036
	357.2778	M(C13)+H[1+]	0.0034
	339.2438	M-NH3+H[1+]	-0.0007
	355.2611	M[1+]	-0.0026
	356.2688	M+H[1+]	-0.0022
	356.2694	M+H[1+]	-0.0016
	356.2709	M+H[1+]	-0.0001
	424.2622	M+HCOONa[1+]	0.0038
	356.2683	M+H[1+]	-0.0027
	356.2692	M+H[1+]	-0.0018
	356.2697	M+H[1+]	-0.0013
	358.2643	M(S34)+H[1+]	-0.0025
	357.2773	M(C13)+H[1+]	0.0029
	414.2277	M+NaCl[1+]	-0.0019
	374.2851	M+H2O+H[1+]	0.0035
	357.273	M(C13)+H[1+]	-0.0014
	414.231	M+NaCl[1+]	0.0014
C05454	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane	6	420.3603	among possibles C05444,C05454
	404.3411	M-NH3+H[1+]	0.0
	404.3406	M-NH3+H[1+]	-0.0005
	404.3399	M-NH3+H[1+]	-0.0012
	421.3653	M+H[1+]	-0.0023
	404.3405	M-NH3+H[1+]	-0.0006
	421.3647	M+H[1+]	-0.0029
lnlncgcrn	gamma-linolenyl carnitine	16	421.3192	among possibles lnlncacrn,lnlncgcrn
	421.3221	M[1+]	0.0029
	423.3331	M(C13)+H[1+]	0.0032
	444.3063	M+Na[1+]	-0.0022
	444.3083	M+Na[1+]	-0.0002
	490.312	M+HCOONa[1+]	-0.0019
	460.2778	M+K[1+]	-0.0042
	444.3062	M+Na[1+]	-0.0023
	444.306	M+Na[1+]	-0.0025
	386.3033	M-H4O2+H[1+]	-0.002
	376.3191	M-HCOOH+H[1+]	-0.002
	460.2791	M+K[1+]	-0.0029
	444.3067	M+Na[1+]	-0.0018
	376.3188	M-HCOOH+H[1+]	-0.0023
	376.3185	M-HCOOH+H[1+]	-0.0026
	421.323	M[1+]	0.0038
	376.3187	M-HCOOH+H[1+]	-0.0024
	421.3176	M[1+]	-0.0016
	460.2849	M+K[1+]	0.0029
	376.3184	M-HCOOH+H[1+]	-0.0027
	421.3182	M[1+]	-0.001
	421.3212	M[1+]	0.002
	460.2832	M+K[1+]	0.0012
	444.3064	M+Na[1+]	-0.0021
	506.2919	M+HCOOK[1+]	0.0041
C00239	dCMP; Deoxycytidylic acid; Deoxycytidine monophosphate; Deoxycytidylate; 2'-Deoxycytidine 5'-monophosphate	8	307.0569
	376.0489	M+HCOONa[1+]	-0.0027
	330.0453	M+Na[1+]	-0.0009
	240.0786	M-HCOONa+H[1+]	0.0018
	280.0712	M-CO+H[1+]	0.002
	224.1027	M-HCOOK+H[1+]	-0.0002
	224.1038	M-HCOOK+H[1+]	0.0009
	264.0758	M-CO2+H[1+]	0.0014
	224.1051	M-HCOOK+H[1+]	0.0022
	224.1031	M-HCOOK+H[1+]	0.0002
	224.1023	M-HCOOK+H[1+]	-0.0006
	240.0785	M-HCOONa+H[1+]	0.0017
CE5946	10,11-dihydro-20-trihydroxy-leukotriene B4	21	385.2226
	342.2373	M-CO2+H[1+]	-0.0028
	385.2257	M[1+]	0.0031
	350.2065	M-H4O2+H[1+]	-0.0022
	454.2187	M+HCOONa[1+]	0.0014
	386.2274	M+H[1+]	-0.0025
	388.2255	M(S34)+H[1+]	-0.0002
	368.2166	M-H2O+H[1+]	-0.0027
	350.2063	M-H4O2+H[1+]	-0.0024
	470.1942	M+HCOOK[1+]	0.003
	342.2396	M-CO2+H[1+]	-0.0005
	342.238	M-CO2+H[1+]	-0.0021
	404.2378	M+H2O+H[1+]	-0.0027
	350.2062	M-H4O2+H[1+]	-0.0025
	342.2381	M-CO2+H[1+]	-0.002
	340.2278	M-HCOOH+H[1+]	0.0033
	358.2335	M-CO+H[1+]	-0.0014
	302.2705	M-HCOOK+H[1+]	0.0019
	386.2297	M+H[1+]	-0.0002
	388.2221	M(S34)+H[1+]	-0.0036
	342.2377	M-CO2+H[1+]	-0.0024
	368.217	M-H2O+H[1+]	-0.0023
	368.2172	M-H2O+H[1+]	-0.0021
	350.2061	M-H4O2+H[1+]	-0.0026
	342.2382	M-CO2+H[1+]	-0.0019
	368.2168	M-H2O+H[1+]	-0.0025
	368.2165	M-H2O+H[1+]	-0.0028
	350.2066	M-H4O2+H[1+]	-0.0021
	358.2328	M-CO+H[1+]	-0.0021
	388.2255	M(Cl37)+H[1+]	-0.0016
	386.2308	M+H[1+]	0.0009
lnlccrn	Linoleyl carnitine	13	423.3349	among possibles lneldccrn,lnlccrn
	423.3352	M[1+]	0.0003
	492.3276	M+HCOONa[1+]	-0.0019
	462.2957	M+K[1+]	-0.0019
	423.3351	M[1+]	0.0002
	423.3331	M[1+]	-0.0018
	213.1744	M(C13)+2H[2+]	-0.002
	423.3357	M[1+]	0.0008
	482.2965	M+NaCl[1+]	-0.0042
	425.343	M(C13)+H[1+]	-0.0025
	462.2959	M+K[1+]	-0.0017
	406.3291	M-H2O+H[1+]	-0.0024
	406.3292	M-H2O+H[1+]	-0.0023
	462.2951	M+K[1+]	-0.0025
	406.3294	M-H2O+H[1+]	-0.0021
	423.3349	M[1+]	0.0
C14827	9(S)-HPODE	12	312.2301	among possibles C14827,C04717
	312.2301	M[1+]	0.0
	315.2309	M(S34)+H[1+]	-0.0023
	371.1992	M+NaCl[1+]	0.0032
	168.1145	M+H+Na[2+]	0.0012
	314.2416	M(C13)+H[1+]	0.0008
	296.2092	M-NH3+H[1+]	-0.0017
	312.2273	M[1+]	-0.0028
	312.228	M[1+]	-0.0021
	312.2274	M[1+]	-0.0027
	312.2282	M[1+]	-0.0019
	312.2293	M[1+]	-0.0008
	168.1143	M+H+Na[2+]	0.001
	312.2294	M[1+]	-0.0007
	312.2281	M[1+]	-0.002
	312.2299	M[1+]	-0.0002
	312.2271	M[1+]	-0.003
	312.2285	M[1+]	-0.0016
	312.2287	M[1+]	-0.0014
	312.2295	M[1+]	-0.0006
	296.2093	M-NH3+H[1+]	-0.0016
C06424	Tetradecanoic acid; Tetradecanoate; Myristic acid	7	228.2089
	287.1722	M+NaCl[1+]	-0.0026
	247.2289	M+H2O+H[1+]	0.0021
	287.1732	M+NaCl[1+]	-0.0016
	247.2291	M+H2O+H[1+]	0.0023
	247.228	M+H2O+H[1+]	0.0012
	247.2288	M+H2O+H[1+]	0.002
	247.229	M+H2O+H[1+]	0.0022
	287.1734	M+NaCl[1+]	-0.0014
	228.2107	M[1+]	0.0018
	228.2099	M[1+]	0.001
	247.2292	M+H2O+H[1+]	0.0024
	247.2285	M+H2O+H[1+]	0.0017
	287.1728	M+NaCl[1+]	-0.002
	247.2278	M+H2O+H[1+]	0.001
	287.1729	M+NaCl[1+]	-0.0019
	287.1737	M+NaCl[1+]	-0.0011
CE7145	13'-carboxy-alpha-tocotrienol	14	453.3005
	538.2649	M+HCOOK[1+]	-0.0042
	437.2788	M-NH3+H[1+]	-0.0025
	472.3173	M+H2O+H[1+]	-0.0011
	492.2617	M+K[1+]	-0.0016
	512.2618	M+NaCl[1+]	-0.0046
	472.3161	M+H2O+H[1+]	-0.0023
	456.3081	M(Cl37)+H[1+]	0.0031
	408.2983	M-HCOOH+H[1+]	-0.0041
	456.3081	M(S34)+H[1+]	0.0045
	454.3061	M+H[1+]	-0.0017
C05480	3alpha-Hydroxy-5beta-pregnane-20-one	13	318.2559
	337.2754	M+H2O+H[1+]	0.0016
	320.2693	M(C13)+H[1+]	0.0027
	171.1255	M+H+Na[2+]	-0.0007
	357.2162	M+K[1+]	-0.0025
	341.2478	M+Na[1+]	0.0026
	291.2659	M-CO+H[1+]	-0.0023
	301.252	M-H2O+H[1+]	-0.0006
	301.2515	M-H2O+H[1+]	-0.0011
	302.2354	M-NH3+H[1+]	-0.0013
	302.2364	M-NH3+H[1+]	-0.0003
	302.2359	M-NH3+H[1+]	-0.0008
	302.2355	M-NH3+H[1+]	-0.0012
	302.2356	M-NH3+H[1+]	-0.0011
	171.1257	M+H+Na[2+]	-0.0005
C16643	Morphine-3-glucuronide	19	461.1686	among possibles C16578,C16643
	484.1571	M+Na[1+]	-0.0008
	461.1697	M[1+]	0.0011
	426.154	M-H4O2+H[1+]	-0.0007
	462.173	M+H[1+]	-0.0029
	462.1768	M+H[1+]	0.0009
	462.1731	M+H[1+]	-0.0028
	463.1837	M(C13)+H[1+]	0.0044
	232.0919	M(C13)+2H[2+]	-0.0014
	464.1684	M(S34)+H[1+]	-0.0033
	464.1764	M(Cl37)+H[1+]	0.0033
	484.1551	M+Na[1+]	-0.0028
	232.0945	M(C13)+2H[2+]	0.0012
	463.1834	M(C13)+H[1+]	0.0041
	463.183	M(C13)+H[1+]	0.0037
CE5849	7'-carboxy-alpha-tocotrienol	16	345.2066
	302.2224	M-CO2+H[1+]	-0.0016
	278.2239	M-HCOONa+H[1+]	-0.0025
	414.2043	M+HCOONa[1+]	0.0031
	300.2066	M-HCOOH+H[1+]	-0.0018
	300.2063	M-HCOOH+H[1+]	-0.0021
	414.2042	M+HCOONa[1+]	0.003
	364.2218	M+H2O+H[1+]	-0.0026
	368.195	M+Na[1+]	-0.0008
	310.1913	M-H4O2+H[1+]	-0.0013
	310.1901	M-H4O2+H[1+]	-0.0025
	404.171	M+NaCl[1+]	-0.0014
	364.2247	M+H2O+H[1+]	0.0003
	348.2084	M(Cl37)+H[1+]	-0.0026
	368.1955	M+Na[1+]	-0.0003
	414.2041	M+HCOONa[1+]	0.0029
	348.2084	M(S34)+H[1+]	-0.0012
	300.2065	M-HCOOH+H[1+]	-0.0019
	364.2229	M+H2O+H[1+]	-0.0015
	302.2245	M-CO2+H[1+]	0.0005
	414.2007	M+HCOONa[1+]	-0.0005
	302.2234	M-CO2+H[1+]	-0.0006
	414.2039	M+HCOONa[1+]	0.0027
	300.2064	M-HCOOH+H[1+]	-0.002
	318.2172	M-CO+H[1+]	-0.0016
	318.2168	M-CO+H[1+]	-0.002
	278.2246	M-HCOONa+H[1+]	-0.0018
	318.2171	M-CO+H[1+]	-0.0017
	414.205	M+HCOONa[1+]	0.0038
	302.2232	M-CO2+H[1+]	-0.0008
	364.2215	M+H2O+H[1+]	-0.0029
	278.2242	M-HCOONa+H[1+]	-0.0022
	278.2244	M-HCOONa+H[1+]	-0.002
	318.2174	M-CO+H[1+]	-0.0014
	310.1925	M-H4O2+H[1+]	-0.0001
	278.2245	M-HCOONa+H[1+]	-0.0019
	364.2224	M+H2O+H[1+]	-0.002
	414.2045	M+HCOONa[1+]	0.0033
	414.2044	M+HCOONa[1+]	0.0032
	414.2036	M+HCOONa[1+]	0.0024
	318.2169	M-CO+H[1+]	-0.0019
	414.2046	M+HCOONa[1+]	0.0034
	274.1911	M-C3H4O2+H[1+]	-0.0016
	278.2243	M-HCOONa+H[1+]	-0.0021
	364.2222	M+H2O+H[1+]	-0.0022
	310.1942	M-H4O2+H[1+]	0.0016
	329.1841	M-NH3+H[1+]	-0.0032
	430.1757	M+HCOOK[1+]	0.0006
	368.1952	M+Na[1+]	-0.0006
C13856	2-Arachidonoylglycerol; 2-Arachidonoyl-sn-glycerol	17	378.277
	343.2601	M-H4O2+H[1+]	-0.003
	127.0998	M+3H[3+]	0.0002
	127.1	M+3H[3+]	0.0004
	127.1001	M+3H[3+]	0.0005
	380.2912	M(C13)+H[1+]	0.0035
	362.2606	M-NH3+H[1+]	0.0028
	127.1002	M+3H[3+]	0.0006
	362.2572	M-NH3+H[1+]	-0.0006
	127.0999	M+3H[3+]	0.0003
	417.2392	M+K[1+]	-0.0006
	362.2567	M-NH3+H[1+]	-0.0011
	201.1387	M+H+Na[2+]	0.0019
	201.1378	M+H+Na[2+]	0.001
	343.2622	M-H4O2+H[1+]	-0.0009
	343.2618	M-H4O2+H[1+]	-0.0013
	447.2674	M+HCOONa[1+]	-0.0043
