Compound_ID	name	evidence_score	MW	all_possibles
	380.2899	M(C13)+H[1+]	0.0022
	201.1375	M+H+Na[2+]	0.0007
	343.2623	M-H4O2+H[1+]	-0.0008
	343.2613	M-H4O2+H[1+]	-0.0018
	201.1367	M+H+Na[2+]	-0.0001
	397.2952	M+H2O+H[1+]	0.0003
	362.2558	M-NH3+H[1+]	-0.002
	343.2616	M-H4O2+H[1+]	-0.0015
	201.1371	M+H+Na[2+]	0.0003
	343.262	M-H4O2+H[1+]	-0.0011
	378.2758	M[1+]	-0.0012
	343.2631	M-H4O2+H[1+]	0.0
	417.236	M+K[1+]	-0.0038
	362.2566	M-NH3+H[1+]	-0.0012
	362.2581	M-NH3+H[1+]	0.0003
	378.2756	M[1+]	-0.0014
	335.296	M-CO2+H[1+]	0.0015
C05962		21	368.2199	among possibles C05962,C05956
	368.217	M[1+]	-0.0029
	427.1818	M+NaCl[1+]	-0.004
	196.1091	M+H+Na[2+]	0.0009
	352.2028	M-NH3+H[1+]	0.0021
	301.2378	M-HCOONa+H[1+]	-0.002
	370.2342	M(C13)+H[1+]	0.0036
	352.2025	M-NH3+H[1+]	0.0018
	368.2166	M[1+]	-0.0033
	352.2021	M-NH3+H[1+]	0.0014
	352.2033	M-NH3+H[1+]	0.0026
	368.2165	M[1+]	-0.0034
	371.228	M(Cl37)+H[1+]	0.0036
	301.2402	M-HCOONa+H[1+]	0.0004
	351.2147	M-H2O+H[1+]	-0.0019
	341.2327	M-CO+H[1+]	0.0005
	368.2172	M[1+]	-0.0027
	285.2667	M-HCOOK+H[1+]	0.0008
	351.2132	M-H2O+H[1+]	-0.0034
	352.2041	M-NH3+H[1+]	0.0034
	352.2026	M-NH3+H[1+]	0.0019
	352.2034	M-NH3+H[1+]	0.0027
	341.2317	M-CO+H[1+]	-0.0005
	285.2666	M-HCOOK+H[1+]	0.0007
	368.2168	M[1+]	-0.0031
	370.2324	M(C13)+H[1+]	0.0018
	285.2641	M-HCOOK+H[1+]	-0.0018
	352.2017	M-NH3+H[1+]	0.001
	285.2649	M-HCOOK+H[1+]	-0.001
	352.2019	M-NH3+H[1+]	0.0012
	285.2665	M-HCOOK+H[1+]	0.0006
	369.2273	M+H[1+]	0.0001
	370.2309	M(C13)+H[1+]	0.0003
	285.2668	M-HCOOK+H[1+]	0.0009
C16602	3-Hydroxycarbamazepine	5	252.0899	among possibles C16602,C16601,C07496
	321.0843	M+HCOONa[1+]	-0.0003
	337.0557	M+HCOOK[1+]	-0.0028
	209.1084	M-CO2+H[1+]	0.001
	138.0422	M+H+Na[2+]	-0.001
	209.1058	M-CO2+H[1+]	-0.0016
C06868	Carbamazepine	9	236.095
	255.1104	M+H2O+H[1+]	-0.0025
	130.0453	M+H+Na[2+]	-0.0005
	191.0974	M-HCOOH+H[1+]	0.0005
	209.1084	M-CO+H[1+]	0.0011
	130.0451	M+H+Na[2+]	-0.0007
	130.045	M+H+Na[2+]	-0.0008
	259.0839	M+Na[1+]	-0.0004
	305.09	M+HCOONa[1+]	0.0003
	191.0956	M-HCOOH+H[1+]	-0.0013
	209.1058	M-CO+H[1+]	-0.0015
	130.0448	M+H+Na[2+]	-0.001
C16659	2-Ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidine; EDDP	8	277.1831
	280.1877	M(Cl37)+H[1+]	0.0001
	280.1855	M(S34)+H[1+]	-0.0007
	280.1855	M(Cl37)+H[1+]	-0.0021
	261.162	M-NH3+H[1+]	-0.0019
	296.201	M+H2O+H[1+]	0.0
	346.1759	M+HCOONa[1+]	-0.0019
	296.1997	M+H2O+H[1+]	-0.0013
	280.1877	M(S34)+H[1+]	0.0015
	346.1747	M+HCOONa[1+]	-0.0031
	346.1754	M+HCOONa[1+]	-0.0024
	362.1545	M+HCOOK[1+]	0.0028
	316.1464	M+K[1+]	0.0005
	296.1981	M+H2O+H[1+]	-0.0029
C05139	16alpha-Hydroxydehydroepiandrosterone	9	304.2038	among possibles C18075,C05139
	304.2009	M[1+]	-0.0029
	306.2166	M(C13)+H[1+]	0.0021
	304.2012	M[1+]	-0.0026
	306.2167	M(C13)+H[1+]	0.0022
	259.2051	M-HCOOH+H[1+]	-0.0006
	304.2013	M[1+]	-0.0025
	306.2171	M(C13)+H[1+]	0.0026
	306.2159	M(C13)+H[1+]	0.0014
	304.2011	M[1+]	-0.0027
	306.217	M(C13)+H[1+]	0.0025
	304.202	M[1+]	-0.0018
	304.2014	M[1+]	-0.0024
	259.2047	M-HCOOH+H[1+]	-0.001
	288.1839	M-NH3+H[1+]	-0.0007
	306.2169	M(C13)+H[1+]	0.0024
	306.2163	M(C13)+H[1+]	0.0018
C04741	Alprostadil	18	354.2406	among possibles C14814,C04843,C04741,C14782,C05959,C00639
	354.2426	M[1+]	0.002
	356.253	M(C13)+H[1+]	0.0017
	356.2539	M(C13)+H[1+]	0.0026
	354.2393	M[1+]	-0.0013
	354.2372	M[1+]	-0.0034
	357.2428	M(Cl37)+H[1+]	-0.0023
	354.2376	M[1+]	-0.003
	356.2529	M(C13)+H[1+]	0.0016
	354.2431	M[1+]	0.0025
	271.2871	M-HCOOK+H[1+]	0.0005
	357.2474	M(Cl37)+H[1+]	0.0023
	337.2363	M-H2O+H[1+]	-0.001
	373.2577	M+H2O+H[1+]	-0.0008
	413.2089	M+NaCl[1+]	0.0024
	354.2381	M[1+]	-0.0025
	377.2324	M+Na[1+]	0.0025
	377.2333	M+Na[1+]	0.0034
	354.2377	M[1+]	-0.0029
	413.208	M+NaCl[1+]	0.0015
	189.1168	M+H+Na[2+]	-0.0018
	354.2402	M[1+]	-0.0004
	357.2484	M(Cl37)+H[1+]	0.0033
	357.2428	M(S34)+H[1+]	-0.0009
	354.2383	M[1+]	-0.0023
	356.248	M(C13)+H[1+]	-0.0033
	354.238	M[1+]	-0.0026
C05446	3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane	9	436.3553	among possibles C05446,CE1272,CE0232
	419.3507	M-H2O+H[1+]	-0.0013
	436.3528	M[1+]	-0.0025
	436.3521	M[1+]	-0.0032
	436.3569	M[1+]	0.0016
	436.3543	M[1+]	-0.001
	409.3654	M-CO+H[1+]	-0.0022
	419.3504	M-H2O+H[1+]	-0.0016
	419.35	M-H2O+H[1+]	-0.002
	409.3662	M-CO+H[1+]	-0.0014
	353.401	M-HCOOK+H[1+]	-0.0003
	436.3542	M[1+]	-0.0011
	436.3539	M[1+]	-0.0014
	419.3495	M-H2O+H[1+]	-0.0025
	436.3535	M[1+]	-0.0018
	436.3541	M[1+]	-0.0012
	419.3505	M-H2O+H[1+]	-0.0015
	409.3663	M-CO+H[1+]	-0.0013
	420.3346	M-NH3+H[1+]	-0.0015
	409.3661	M-CO+H[1+]	-0.0015
CE5723	5'-carboxy-gama-chromanol	20	305.1753
	278.1864	M-CO+H[1+]	-0.0012
	154.0976	M(C13)+2H[2+]	0.001
	278.1858	M-CO+H[1+]	-0.0018
	306.1804	M+H[1+]	-0.0022
	234.1628	M-C3H4O2+H[1+]	0.0013
	154.0975	M(C13)+2H[2+]	0.0009
	234.1598	M-C3H4O2+H[1+]	-0.0017
	306.1831	M+H[1+]	0.0005
	270.1611	M-H4O2+H[1+]	-0.0003
	234.1592	M-C3H4O2+H[1+]	-0.0023
	270.1626	M-H4O2+H[1+]	0.0012
	234.1618	M-C3H4O2+H[1+]	0.0003
	328.1624	M+Na[1+]	-0.0022
	374.1684	M+HCOONa[1+]	-0.0016
	306.184	M+H[1+]	0.0014
	260.1758	M-HCOOH+H[1+]	-0.0014
	306.1808	M+H[1+]	-0.0018
	278.1866	M-CO+H[1+]	-0.001
	238.1956	M-HCOONa+H[1+]	0.0004
	364.1408	M+NaCl[1+]	-0.0004
	374.1698	M+HCOONa[1+]	-0.0002
	306.182	M+H[1+]	-0.0006
	288.1741	M-H2O+H[1+]	0.0021
	278.1855	M-CO+H[1+]	-0.0021
	390.1408	M+HCOOK[1+]	-0.0031
	324.1923	M+H2O+H[1+]	-0.0009
	262.1909	M-CO2+H[1+]	-0.0019
	234.16	M-C3H4O2+H[1+]	-0.0015
	306.1836	M+H[1+]	0.001
CE5527		11	294.2195	among possibles C14765,CE5526,CE5527
	278.1994	M-NH3+H[1+]	-0.0009
	294.2191	M[1+]	-0.0004
	278.1997	M-NH3+H[1+]	-0.0006
	259.2047	M-H4O2+H[1+]	-0.0009
	353.1832	M+NaCl[1+]	-0.0022
	259.2051	M-H4O2+H[1+]	-0.0005
	294.2188	M[1+]	-0.0007
	278.1979	M-NH3+H[1+]	-0.0024
	278.199	M-NH3+H[1+]	-0.0013
	353.1872	M+NaCl[1+]	0.0018
	317.2115	M+Na[1+]	0.0027
CE3554	20-trihydroxy-leukotriene-B4	13	383.207
	452.2048	M+HCOONa[1+]	0.0032
	340.2278	M-CO2+H[1+]	0.0034
	312.1913	M-C3H4O2+H[1+]	-0.0018
	348.1931	M-H4O2+H[1+]	0.0001
	452.1986	M+HCOONa[1+]	-0.003
	338.2062	M-HCOOH+H[1+]	-0.0026
	366.2046	M-H2O+H[1+]	0.001
	348.194	M-H4O2+H[1+]	0.001
	406.1981	M+Na[1+]	0.0019
	129.0783	M(C13)+3H[3+]	0.001
	386.2095	M(Cl37)+H[1+]	-0.0019
	338.2058	M-HCOOH+H[1+]	-0.003
	348.1906	M-H4O2+H[1+]	-0.0024
	338.2119	M-HCOOH+H[1+]	0.0031
	402.226	M+H2O+H[1+]	0.0012
	386.2095	M(S34)+H[1+]	-0.0005
	312.196	M-C3H4O2+H[1+]	0.0029
	366.206	M-H2O+H[1+]	0.0024
	348.1922	M-H4O2+H[1+]	-0.0008
	366.2022	M-H2O+H[1+]	-0.0014
	386.2071	M(S34)+H[1+]	-0.0029
	386.2068	M(S34)+H[1+]	-0.0032
	366.2024	M-H2O+H[1+]	-0.0012
	386.2072	M(S34)+H[1+]	-0.0028
dcsptn1crn	docosa-4,7,10,13,16-pentaenoyl carnitine	14	473.3505	among possibles dcsptn1crn,clpndcrn
	159.1254	M(C13)+3H[3+]	0.0002
	532.3149	M+NaCl[1+]	-0.0015
	476.3582	M(Cl37)+H[1+]	0.0032
	159.1257	M(C13)+3H[3+]	0.0005
	532.3151	M+NaCl[1+]	-0.0013
	438.3335	M-H4O2+H[1+]	-0.0031
	438.3333	M-H4O2+H[1+]	-0.0033
	438.3346	M-H4O2+H[1+]	-0.002
	473.3495	M[1+]	-0.001
	438.3332	M-H4O2+H[1+]	-0.0034
	512.3154	M+K[1+]	0.0021
	512.315	M+K[1+]	0.0017
	542.3492	M+HCOONa[1+]	0.004
	438.333	M-H4O2+H[1+]	-0.0036
	558.322	M+HCOOK[1+]	0.0029
	476.3494	M(S34)+H[1+]	-0.0042
	542.3398	M+HCOONa[1+]	-0.0054
	476.3582	M(S34)+H[1+]	0.0046
	438.3334	M-H4O2+H[1+]	-0.0032
	473.3503	M[1+]	-0.0002
	438.334	M-H4O2+H[1+]	-0.0026
	438.3336	M-H4O2+H[1+]	-0.003
	476.3587	M(Cl37)+H[1+]	0.0037
CE5017		5	864.6996
	289.2393	M+3H[3+]	-0.0012
	289.2407	M+3H[3+]	0.0002
	433.3595	M+2H[2+]	0.0024
	933.6959	M+HCOONa[1+]	0.0016
	289.2405	M+3H[3+]	0.0
	289.2402	M+3H[3+]	-0.0003
	289.2408	M+3H[3+]	0.0003
CE5930		18	367.2121	among possibles CE2056,CE1447,CE5534,CE5533,CE5926,CE5930
	324.228	M-CO2+H[1+]	-0.0015
	322.2114	M-HCOOH+H[1+]	-0.0025
	350.2062	M-H2O+H[1+]	-0.0025
	322.2166	M-HCOOH+H[1+]	0.0027
	332.1964	M-H4O2+H[1+]	-0.0017
	332.1962	M-H4O2+H[1+]	-0.0019
	390.2032	M+Na[1+]	0.0019
	300.2291	M-HCOONa+H[1+]	-0.0028
	296.1981	M-C3H4O2+H[1+]	-0.0001
	368.2168	M+H[1+]	-0.0025
	324.2318	M-CO2+H[1+]	0.0023
	300.2297	M-HCOONa+H[1+]	-0.0022
	350.2065	M-H2O+H[1+]	-0.0022
	426.1763	M+NaCl[1+]	-0.0016
	332.1965	M-H4O2+H[1+]	-0.0016
	386.2308	M+H2O+H[1+]	0.0009
	322.211	M-HCOOH+H[1+]	-0.0029
	368.2166	M+H[1+]	-0.0027
	322.2159	M-HCOOH+H[1+]	0.002
	322.2127	M-HCOOH+H[1+]	-0.0012
	368.217	M+H[1+]	-0.0023
	332.1952	M-H4O2+H[1+]	-0.0029
	300.2294	M-HCOONa+H[1+]	-0.0025
	368.2165	M+H[1+]	-0.0028
	370.2199	M(Cl37)+H[1+]	0.0034
	332.1963	M-H4O2+H[1+]	-0.0018
	370.2194	M(Cl37)+H[1+]	0.0029
	300.2295	M-HCOONa+H[1+]	-0.0024
	386.2274	M+H2O+H[1+]	-0.0025
	350.2063	M-H2O+H[1+]	-0.0024
	332.1976	M-H4O2+H[1+]	-0.0005
	332.1966	M-H4O2+H[1+]	-0.0015
	386.2297	M+H2O+H[1+]	-0.0002
	350.2066	M-H2O+H[1+]	-0.0021
	300.2296	M-HCOONa+H[1+]	-0.0023
	350.2061	M-H2O+H[1+]	-0.0026
	322.212	M-HCOOH+H[1+]	-0.0019
	452.18	M+HCOOK[1+]	-0.0006
	296.1972	M-C3H4O2+H[1+]	-0.001
	300.229	M-HCOONa+H[1+]	-0.0029
	296.1997	M-C3H4O2+H[1+]	0.0015
	370.2197	M(Cl37)+H[1+]	0.0032
	368.2172	M+H[1+]	-0.0021
	296.201	M-C3H4O2+H[1+]	0.0028
	322.2119	M-HCOOH+H[1+]	-0.002
	296.1979	M-C3H4O2+H[1+]	-0.0003
C00294	Inosine	8	268.0808
	146.0393	M+H+Na[2+]	0.0006
	251.0764	M-H2O+H[1+]	-0.0011
	223.0815	M-HCOOH+H[1+]	-0.0012
	241.094	M-CO+H[1+]	0.0009
	223.0841	M-HCOOH+H[1+]	0.0014
	270.09	M(C13)+H[1+]	-0.0015
	270.0899	M(C13)+H[1+]	-0.0016
	223.0807	M-HCOOH+H[1+]	-0.002
	223.0832	M-HCOOH+H[1+]	0.0005
	233.0682	M-H4O2+H[1+]	0.0013
CE6506		6	156.115	among possibles CE2006,CE6506
	156.115	M[1+]	-0.0
	140.0954	M-NH3+H[1+]	-0.0004
	156.1144	M[1+]	-0.0006
	156.1149	M[1+]	-0.0001
	156.1154	M[1+]	0.0004
	156.1152	M[1+]	0.0002
	156.1163	M[1+]	0.0013
	156.1153	M[1+]	0.0003
	156.1151	M[1+]	0.0001
	140.0948	M-NH3+H[1+]	-0.001
CE7144	13'-hydroxy-alpha-tocotrienol	14	440.329
	499.2953	M+NaCl[1+]	0.0004
	499.2956	M+NaCl[1+]	0.0007
	221.1738	M+2H[2+]	0.002
	373.3526	M-HCOONa+H[1+]	0.0037
	499.2951	M+NaCl[1+]	0.0002
	499.296	M+NaCl[1+]	0.0011
	499.2935	M+NaCl[1+]	-0.0014
	441.3393	M+H[1+]	0.003
	232.164	M+H+Na[2+]	0.0012
	479.2881	M+K[1+]	-0.0037
	499.2946	M+NaCl[1+]	-0.0003
C05284	11beta-Hydroxyandrost-4-ene-3,17-dione	8	302.1882	among possibles C05140,C05284
	231.1734	M-C3H4O2+H[1+]	-0.001
	304.2012	M(C13)+H[1+]	0.0023
	231.1729	M-C3H4O2+H[1+]	-0.0015
	259.2047	M-CO2+H[1+]	-0.001
	304.2009	M(C13)+H[1+]	0.002
	231.1728	M-C3H4O2+H[1+]	-0.0016
	259.2051	M-CO2+H[1+]	-0.0006
	304.1972	M(C13)+H[1+]	-0.0017
	325.1785	M+Na[1+]	0.001
	231.1724	M-C3H4O2+H[1+]	-0.002
	286.1672	M-NH3+H[1+]	-0.0018
	304.2014	M(C13)+H[1+]	0.0025
	304.2013	M(C13)+H[1+]	0.0024
	304.2006	M(C13)+H[1+]	0.0017
	304.2011	M(C13)+H[1+]	0.0022
hpdcacrn	heptadecanoyl carnitine	15	413.3505
	415.3631	M(C13)+H[1+]	0.0019
	415.3641	M(C13)+H[1+]	0.0029
	415.3621	M(C13)+H[1+]	0.0009
	452.3155	M+K[1+]	0.0022
	472.3173	M+NaCl[1+]	0.0009
	397.3335	M-NH3+H[1+]	0.0022
	472.3161	M+NaCl[1+]	-0.0003
	415.3633	M(C13)+H[1+]	0.0021
	413.3481	M[1+]	-0.0024
	415.365	M(C13)+H[1+]	0.0038
	432.3718	M+H2O+H[1+]	0.0034
	432.3717	M+H2O+H[1+]	0.0033
	415.3623	M(C13)+H[1+]	0.0011
	432.372	M+H2O+H[1+]	0.0036
	436.3406	M+Na[1+]	0.0008
C05479	5beta-Pregnane-3,20-dione	9	316.2402	among possibles C01953,C05479,C04042
	300.2191	M-NH3+H[1+]	-0.0019
	316.2421	M[1+]	0.0019
	335.2589	M+H2O+H[1+]	0.0008
	401.2078	M+HCOOK[1+]	-0.001
	271.2424	M-HCOOH+H[1+]	0.0003
	300.2196	M-NH3+H[1+]	-0.0014
	300.22	M-NH3+H[1+]	-0.001
CE5945	10,11-dihydro-20-dihydroxy-LTB4	22	369.2277	among possibles CE6232,CE0955,CE5945
	342.2373	M-CO+H[1+]	-0.0027
	370.2384	M+H[1+]	0.0034
	326.2459	M-CO2+H[1+]	0.0007
	326.2443	M-CO2+H[1+]	-0.0009
	438.2201	M+HCOONa[1+]	-0.0023
	326.2447	M-CO2+H[1+]	-0.0005
	370.2324	M+H[1+]	-0.0026
	298.2151	M-C3H4O2+H[1+]	0.0012
	302.2452	M-HCOONa+H[1+]	-0.0024
	326.2452	M-CO2+H[1+]	0.0
	334.212	M-H4O2+H[1+]	-0.0018
	302.2446	M-HCOONa+H[1+]	-0.003
	334.2149	M-H4O2+H[1+]	0.0011
	352.2241	M-H2O+H[1+]	-0.0003
	334.2168	M-H4O2+H[1+]	0.003
	302.2448	M-HCOONa+H[1+]	-0.0028
	326.2432	M-CO2+H[1+]	-0.002
	334.2163	M-H4O2+H[1+]	0.0025
	352.2257	M-H2O+H[1+]	0.0013
	334.216	M-H4O2+H[1+]	0.0022
	369.2273	M[1+]	-0.0004
	438.2255	M+HCOONa[1+]	0.0031
	334.2125	M-H4O2+H[1+]	-0.0013
	302.2449	M-HCOONa+H[1+]	-0.0027
	342.2381	M-CO+H[1+]	-0.0019
	326.247	M-CO2+H[1+]	0.0018
	342.2382	M-CO+H[1+]	-0.0018
	342.2396	M-CO+H[1+]	-0.0004
	342.238	M-CO+H[1+]	-0.002
	428.1926	M+NaCl[1+]	-0.001
	326.2464	M-CO2+H[1+]	0.0012
	324.228	M-HCOOH+H[1+]	-0.0016
	334.2148	M-H4O2+H[1+]	0.001
	326.245	M-CO2+H[1+]	-0.0002
	326.2458	M-CO2+H[1+]	0.0006
	326.2462	M-CO2+H[1+]	0.001
	326.2445	M-CO2+H[1+]	-0.0007
	388.2421	M+H2O+H[1+]	-0.0035
	342.2377	M-CO+H[1+]	-0.0023
	334.217	M-H4O2+H[1+]	0.0032
	334.2119	M-H4O2+H[1+]	-0.0019
	334.2151	M-H4O2+H[1+]	0.0013
	326.2434	M-CO2+H[1+]	-0.0018
	326.2453	M-CO2+H[1+]	0.0001
	326.2461	M-CO2+H[1+]	0.0009
	334.2147	M-H4O2+H[1+]	0.0009
	326.2444	M-CO2+H[1+]	-0.0008
	370.2342	M+H[1+]	-0.0008
	326.243	M-CO2+H[1+]	-0.0022
	326.246	M-CO2+H[1+]	0.0008
	324.2318	M-HCOOH+H[1+]	0.0022
	334.2156	M-H4O2+H[1+]	0.0018
	302.2447	M-HCOONa+H[1+]	-0.0029
	371.2352	M(C13)+H[1+]	-0.0032
	326.2467	M-CO2+H[1+]	0.0015
	302.245	M-HCOONa+H[1+]	-0.0026
	326.2437	M-CO2+H[1+]	-0.0015
	302.2451	M-HCOONa+H[1+]	-0.0025
vacc	vaccenic acid	11	281.248	among possibles ocdcea,vacc
	282.255	M+H[1+]	-0.0003
	265.2268	M-NH3+H[1+]	-0.002
	282.2551	M+H[1+]	-0.0002
	300.2656	M+H2O+H[1+]	-0.0003
	282.2559	M+H[1+]	0.0006
	304.2378	M+Na[1+]	0.0005
	282.256	M+H[1+]	0.0007
	304.2394	M+Na[1+]	0.0021
	300.2655	M+H2O+H[1+]	-0.0004
	300.266	M+H2O+H[1+]	0.0001
	304.2377	M+Na[1+]	0.0004
	282.2553	M+H[1+]	-0.0
	350.2459	M+HCOONa[1+]	0.0032
	282.2558	M+H[1+]	0.0005
	304.2381	M+Na[1+]	0.0008
	304.2382	M+Na[1+]	0.0009
	282.2555	M+H[1+]	0.0002
	300.2662	M+H2O+H[1+]	0.0003
	300.2661	M+H2O+H[1+]	0.0002
	282.2561	M+H[1+]	0.0008
	282.2556	M+H[1+]	0.0003
	300.2657	M+H2O+H[1+]	-0.0002
	282.2557	M+H[1+]	0.0004
	350.2461	M+HCOONa[1+]	0.0034
	300.2654	M+H2O+H[1+]	-0.0005
	300.2658	M+H2O+H[1+]	-0.0001
	300.2659	M+H2O+H[1+]	-0.0
	304.238	M+Na[1+]	0.0007
	350.2451	M+HCOONa[1+]	0.0024
	300.2678	M+H2O+H[1+]	0.0019
	282.2554	M+H[1+]	0.0001
	304.2379	M+Na[1+]	0.0006
C01780	Aldosterone	14	360.1937	among possibles C00762,C01780
	343.1896	M-H2O+H[1+]	-0.0008
	277.2416	M-HCOOK+H[1+]	0.0019
	277.2411	M-HCOOK+H[1+]	0.0014
	383.1833	M+Na[1+]	0.0003
	360.1943	M[1+]	0.0006
	315.1977	M-HCOOH+H[1+]	0.0021
	344.1763	M-NH3+H[1+]	0.0018
	343.1904	M-H2O+H[1+]	0.0
	325.1785	M-H4O2+H[1+]	-0.0013
	277.2403	M-HCOOK+H[1+]	0.0006
	277.2405	M-HCOOK+H[1+]	0.0008
	277.2404	M-HCOOK+H[1+]	0.0007
	277.2415	M-HCOOK+H[1+]	0.0018
	277.2392	M-HCOOK+H[1+]	-0.0005
	277.24	M-HCOOK+H[1+]	0.0003
	344.1728	M-NH3+H[1+]	-0.0017
	277.2401	M-HCOOK+H[1+]	0.0004
	360.1932	M[1+]	-0.0005
	383.1829	M+Na[1+]	-0.0001
	277.2408	M-HCOOK+H[1+]	0.0011
	277.2413	M-HCOOK+H[1+]	0.0016
	277.241	M-HCOOK+H[1+]	0.0013
	277.2406	M-HCOOK+H[1+]	0.0009
	344.1752	M-NH3+H[1+]	0.0007
	317.2115	M-CO2+H[1+]	0.0003
	277.2393	M-HCOOK+H[1+]	-0.0004
CE7083	leukotriene B5	18	333.2066	among possibles CE5349,CE5304,CE7091,CE7097,CE4876,CE7084,CE7083,CE7080,CE5178,CE2567,CE2566,CE5721,CE4990,CE6508
	392.1699	M+NaCl[1+]	-0.0025
	336.2134	M(Cl37)+H[1+]	0.0024
	316.2031	M-H2O+H[1+]	-0.0001
	316.2018	M-H2O+H[1+]	-0.0014
	334.217	M+H[1+]	0.0032
	290.2222	M-CO2+H[1+]	-0.0018
	334.216	M+H[1+]	0.0022
	290.2239	M-CO2+H[1+]	-0.0001
	334.2151	M+H[1+]	0.0013
	306.217	M-CO+H[1+]	-0.0018
	316.2017	M-H2O+H[1+]	-0.0015
	262.1909	M-C3H4O2+H[1+]	-0.0018
	334.2149	M+H[1+]	0.0011
	352.2257	M+H2O+H[1+]	0.0013
	334.212	M+H[1+]	-0.0018
	290.2245	M-CO2+H[1+]	0.0005
	334.2163	M+H[1+]	0.0025
	352.2241	M+H2O+H[1+]	-0.0003
	334.2119	M+H[1+]	-0.0019
	298.1903	M-H4O2+H[1+]	-0.0023
	334.2156	M+H[1+]	0.0018
	306.2171	M-CO+H[1+]	-0.0017
	334.2125	M+H[1+]	-0.0013
	316.2013	M-H2O+H[1+]	-0.0019
	336.2097	M(S34)+H[1+]	0.0001
	317.1891	M-NH3+H[1+]	0.0018
	316.2012	M-H2O+H[1+]	-0.002
	290.2235	M-CO2+H[1+]	-0.0005
	334.2147	M+H[1+]	0.0009
	306.2167	M-CO+H[1+]	-0.0021
	316.2039	M-H2O+H[1+]	0.0007
	392.1726	M+NaCl[1+]	0.0002
	306.2166	M-CO+H[1+]	-0.0022
	288.2083	M-HCOOH+H[1+]	-0.0001
	290.2237	M-CO2+H[1+]	-0.0003
	317.1888	M-NH3+H[1+]	0.0015
	288.2085	M-HCOOH+H[1+]	0.0001
	306.2169	M-CO+H[1+]	-0.0019
	334.2168	M+H[1+]	0.003
	306.2159	M-CO+H[1+]	-0.0029
	290.225	M-CO2+H[1+]	0.001
	336.2097	M(Cl37)+H[1+]	-0.0013
	266.2242	M-HCOONa+H[1+]	-0.0022
	290.2221	M-CO2+H[1+]	-0.0019
	306.2163	M-CO+H[1+]	-0.0025
	334.2148	M+H[1+]	0.001
	402.2015	M+HCOONa[1+]	0.0003
C00410	Progesterone; 4-Pregnene-3,20-dione	12	314.2246
	373.188	M+NaCl[1+]	-0.0025
	373.1882	M+NaCl[1+]	-0.0023
	287.2348	M-CO+H[1+]	-0.0021
	353.1872	M+K[1+]	-0.0002
	271.2424	M-CO2+H[1+]	0.0003
	169.1122	M+H+Na[2+]	0.0016
	315.2309	M+H[1+]	-0.001
CE5708	15-oxo-Prostaglandin E2 glyceryl ester	13	424.2461
	447.2355	M+Na[1+]	0.0001
	341.2931	M-HCOOK+H[1+]	0.001
	341.295	M-HCOOK+H[1+]	0.0029
	341.2927	M-HCOOK+H[1+]	0.0006
	381.2656	M-CO2+H[1+]	0.002
	341.294	M-HCOOK+H[1+]	0.0019
	463.2114	M+K[1+]	0.0025
	341.2924	M-HCOOK+H[1+]	0.0003
	379.2478	M-HCOOH+H[1+]	-0.0002
	379.2489	M-HCOOH+H[1+]	0.0009
	425.2563	M+H[1+]	0.0029
	341.2921	M-HCOOK+H[1+]	0.0
	341.2922	M-HCOOK+H[1+]	0.0001
	381.2633	M-CO2+H[1+]	-0.0003
	381.2618	M-CO2+H[1+]	-0.0018
	341.2942	M-HCOOK+H[1+]	0.0021
	425.2562	M+H[1+]	0.0028
	341.2928	M-HCOOK+H[1+]	0.0007
	381.2658	M-CO2+H[1+]	0.0022
	341.2926	M-HCOOK+H[1+]	0.0005
	341.2925	M-HCOOK+H[1+]	0.0004
	463.2108	M+K[1+]	0.0019
